Detector geometry infos
Layer / Ladder / Module / Mid_Strip / Mid_Segment / Xrange / Yrange / Zrange / Xmid / Ymid / Zmid
8 / 7 / 1 / 507.5 / 0.5 / -6.45942 / 6.45942 / 5.02499 / 47.3817 / 47.3817 / -101.557
8 / 7 / 2 / 507.5 / 0.5 / -6.45942 / 6.45942 / 5.02499 / 47.809 / 47.809 / -92.7367
8 / 7 / 3 / 507.5 / 0.5 / -6.45942 / 6.45942 / 5.02499 / 47.3817 / 47.3817 / -82.4464
8 / 7 / 4 / 507.5 / 0.5 / -6.45942 / 6.45942 / 5.02499 / 47.809 / 47.809 / -73.4027
8 / 7 / 5 / 507.5 / 0.5 / -6.45942 / 6.45942 / 5.025 / 47.3817 / 47.3817 / -63.1875
8 / 7 / 6 / 507.5 / 0.5 / -6.45942 / 6.45942 / 5.025 / 47.809 / 47.809 / -53.9184
8 / 7 / 7 / 507.5 / 0.5 / -6.45942 / 6.45942 / 5.025 / 47.3817 / 47.3817 / -43.7787
8 / 7 / 8 / 507.5 / 0.5 / -6.45942 / 6.45942 / 5.025 / 47.809 / 47.809 / -34.2824
8 / 7 / 9 / 507.5 / 0.5 / -6.45942 / 6.45942 / 5.025 / 47.3817 / 47.3817 / -24.2189
8 / 7 / 10 / 507.5 / 0.5 / -6.45942 / 6.45942 / 5.025 / 47.809 / 47.809 / -14.4936
8 / 7 / 11 / 507.5 / 0.5 / -6.45942 / 6.45942 / 5.025 / 47.3817 / 47.3817 / -4.50683
8 / 7 / 12 / 507.5 / 0.5 / -6.45942 / 6.45942 / 5.025 / 47.809 / 47.809 / 5.44923
8 / 7 / 13 / 507.5 / 0.5 / -6.45942 / 6.45942 / 5.025 / 47.3817 / 47.3817 / 15.2792
8 / 7 / 14 / 507.5 / 0.5 / -6.45942 / 6.45942 / 5.025 / 47.809 / 47.809 / 25.3079
8 / 7 / 15 / 507.5 / 0.5 / -6.45942 / 6.45942 / 5.025 / 47.3817 / 47.3817 / 34.9081
8 / 7 / 16 / 507.5 / 0.5 / -6.45942 / 6.45942 / 5.025 / 47.809 / 47.809 / 45.0132
8 / 7 / 17 / 507.5 / 0.5 / -6.45942 / 6.45942 / 5.025 / 47.3817 / 47.3817 / 54.3853
8 / 7 / 18 / 507.5 / 0.5 / -6.45942 / 6.45942 / 5.025 / 47.809 / 47.809 / 64.5663
8 / 7 / 19 / 507.5 / 0.5 / -6.45942 / 6.45942 / 5.02499 / 47.3817 / 47.3817 / 73.7122
8 / 7 / 20 / 507.5 / 0.5 / -6.45942 / 6.45942 / 5.02499 / 47.809 / 47.809 / 83.9685
8 / 7 / 21 / 507.5 / 0.5 / -6.45942 / 6.45942 / 5.02499 / 47.3817 / 47.3817 / 92.8899
8 / 7 / 22 / 507.5 / 0.5 / -6.45942 / 6.45942 / 5.02499 / 47.809 / 47.809 / 103.221
8 / 7 / 23 / 507.5 / 0.5 / -6.45942 / 6.45942 / 5.02499 / 47.3817 / 47.3817 / 111.919
8 / 8 / 0 / 507.5 / 0.5 / -7.24728 / 5.56104 / 5.02499 / 42.3773 / 55.2272 / -111.921
8 / 8 / 1 / 507.5 / 0.5 / -7.24728 / 5.56104 / 5.02499 / 42.0094 / 54.7477 / -101.557
8 / 8 / 2 / 507.5 / 0.5 / -7.24728 / 5.56104 / 5.02499 / 42.3773 / 55.2272 / -92.7367
8 / 8 / 3 / 507.5 / 0.5 / -7.24728 / 5.56104 / 5.02499 / 42.0094 / 54.7477 / -82.4464
8 / 8 / 4 / 507.5 / 0.5 / -7.24728 / 5.56104 / 5.02499 / 42.3773 / 55.2272 / -73.4027
8 / 8 / 5 / 507.5 / 0.5 / -7.24728 / 5.56104 / 5.025 / 42.0094 / 54.7477 / -63.1875
8 / 8 / 6 / 507.5 / 0.5 / -7.24728 / 5.56104 / 5.025 / 42.3773 / 55.2272 / -53.9184
8 / 8 / 7 / 507.5 / 0.5 / -7.24728 / 5.56104 / 5.025 / 42.0094 / 54.7477 / -43.7787
8 / 8 / 8 / 507.5 / 0.5 / -7.24728 / 5.56104 / 5.025 / 42.3773 / 55.2272 / -34.2824
8 / 8 / 9 / 507.5 / 0.5 / -7.24728 / 5.56104 / 5.025 / 42.0094 / 54.7477 / -24.2189
8 / 8 / 10 / 507.5 / 0.5 / -7.24728 / 5.56104 / 5.025 / 42.3773 / 55.2272 / -14.4936
8 / 8 / 11 / 507.5 / 0.5 / -7.24728 / 5.56104 / 5.025 / 42.0094 / 54.7477 / -4.50683
8 / 8 / 12 / 507.5 / 0.5 / -7.24728 / 5.56104 / 5.025 / 42.3773 / 55.2272 / 5.44923
8 / 8 / 13 / 507.5 / 0.5 / -7.24728 / 5.56104 / 5.025 / 42.0094 / 54.7477 / 15.2792
8 / 8 / 14 / 507.5 / 0.5 / -7.24728 / 5.56104 / 5.025 / 42.3773 / 55.2272 / 25.3079
8 / 8 / 15 / 507.5 / 0.5 / -7.24728 / 5.56104 / 5.025 / 42.0094 / 54.7477 / 34.9081
8 / 8 / 16 / 507.5 / 0.5 / -7.24728 / 5.56104 / 5.025 / 42.3773 / 55.2272 / 45.0132
8 / 8 / 17 / 507.5 / 0.5 / -7.24728 / 5.56104 / 5.025 / 42.0094 / 54.7477 / 54.3853
8 / 8 / 18 / 507.5 / 0.5 / -7.24728 / 5.56104 / 5.025 / 42.3773 / 55.2272 / 64.5663
8 / 8 / 19 / 507.5 / 0.5 / -7.24728 / 5.56104 / 5.02499 / 42.0094 / 54.7477 / 73.7122
8 / 8 / 20 / 507.5 / 0.5 / -7.24728 / 5.56104 / 5.02499 / 42.3773 / 55.2272 / 83.9685
8 / 8 / 21 / 507.5 / 0.5 / -7.24728 / 5.56104 / 5.02499 / 42.0094 / 54.7477 / 92.8899
8 / 8 / 22 / 507.5 / 0.5 / -7.24728 / 5.56104 / 5.02499 / 42.3773 / 55.2272 / 103.221
8 / 8 / 23 / 507.5 / 0.5 / -7.24728 / 5.56104 / 5.02499 / 42.0094 / 54.7477 / 111.919
8 / 9 / 0 / 507.5 / 0.5 / -7.91114 / 4.5675 / 5.02499 / 33.8061 / 58.5539 / -111.921
8 / 9 / 1 / 507.5 / 0.5 / -7.91114 / 4.5675 / 5.02499 / 33.5039 / 58.0305 / -101.557
8 / 9 / 2 / 507.5 / 0.5 / -7.91114 / 4.5675 / 5.02499 / 33.8061 / 58.5539 / -92.7367
8 / 9 / 3 / 507.5 / 0.5 / -7.91114 / 4.5675 / 5.02499 / 33.5039 / 58.0305 / -82.4464
8 / 9 / 4 / 507.5 / 0.5 / -7.91114 / 4.5675 / 5.02499 / 33.8061 / 58.5539 / -73.4027
8 / 9 / 5 / 507.5 / 0.5 / -7.91114 / 4.5675 / 5.025 / 33.5039 / 58.0305 / -63.1875
8 / 9 / 6 / 507.5 / 0.5 / -7.91114 / 4.5675 / 5.025 / 33.8061 / 58.5539 / -53.9184
8 / 9 / 7 / 507.5 / 0.5 / -7.91114 / 4.5675 / 5.025 / 33.5039 / 58.0305 / -43.7787
8 / 9 / 8 / 507.5 / 0.5 / -7.91114 / 4.5675 / 5.025 / 33.8061 / 58.5539 / -34.2824
8 / 9 / 9 / 507.5 / 0.5 / -7.91114 / 4.5675 / 5.025 / 33.5039 / 58.0305 / -24.2189
8 / 9 / 10 / 507.5 / 0.5 / -7.91114 / 4.5675 / 5.025 / 33.8061 / 58.5539 / -14.4936
8 / 9 / 11 / 507.5 / 0.5 / -7.91114 / 4.5675 / 5.025 / 33.5039 / 58.0305 / -4.50683
8 / 9 / 12 / 507.5 / 0.5 / -7.91114 / 4.5675 / 5.025 / 33.8061 / 58.5539 / 5.44923
8 / 9 / 13 / 507.5 / 0.5 / -7.91114 / 4.5675 / 5.025 / 33.5039 / 58.0305 / 15.2792
8 / 9 / 14 / 507.5 / 0.5 / -7.91114 / 4.5675 / 5.025 / 33.8061 / 58.5539 / 25.3079
8 / 9 / 15 / 507.5 / 0.5 / -7.91114 / 4.5675 / 5.025 / 33.5039 / 58.0305 / 34.9081
8 / 9 / 16 / 507.5 / 0.5 / -7.91114 / 4.5675 / 5.025 / 33.8061 / 58.5539 / 45.0132
8 / 9 / 17 / 507.5 / 0.5 / -7.91114 / 4.5675 / 5.025 / 33.5039 / 58.0305 / 54.3853
8 / 9 / 18 / 507.5 / 0.5 / -7.91114 / 4.5675 / 5.025 / 33.8061 / 58.5539 / 64.5663
8 / 9 / 19 / 507.5 / 0.5 / -7.91114 / 4.5675 / 5.02499 / 33.5039 / 58.0305 / 73.7122
8 / 9 / 20 / 507.5 / 0.5 / -7.91114 / 4.5675 / 5.02499 / 33.8061 / 58.5539 / 83.9685
8 / 9 / 21 / 507.5 / 0.5 / -7.91114 / 4.5675 / 5.02499 / 33.5039 / 58.0305 / 92.8899
8 / 9 / 22 / 507.5 / 0.5 / -7.91114 / 4.5675 / 5.02499 / 33.8061 / 58.5539 / 103.221
8 / 9 / 23 / 507.5 / 0.5 / -7.91114 / 4.5675 / 5.02499 / 33.5039 / 58.0305 / 111.919
8 / 10 / 0 / 507.5 / 0.5 / -8.43964 / 3.49582 / 5.02499 / 26.6395 / 64.3135 / -111.921
8 / 10 / 1 / 507.5 / 0.5 / -8.43964 / 3.49581 / 5.02499 / 26.4082 / 63.7551 / -101.557
8 / 10 / 2 / 507.5 / 0.5 / -8.43964 / 3.49582 / 5.02499 / 26.6395 / 64.3135 / -92.7367
8 / 10 / 3 / 507.5 / 0.5 / -8.43964 / 3.49581 / 5.02499 / 26.4082 / 63.7551 / -82.4464
8 / 10 / 4 / 507.5 / 0.5 / -8.43964 / 3.49582 / 5.02499 / 26.6395 / 64.3135 / -73.4027
8 / 10 / 5 / 507.5 / 0.5 / -8.43964 / 3.49581 / 5.025 / 26.4082 / 63.7551 / -63.1875
8 / 10 / 6 / 507.5 / 0.5 / -8.43964 / 3.49582 / 5.025 / 26.6395 / 64.3135 / -53.9184
8 / 10 / 7 / 507.5 / 0.5 / -8.43964 / 3.49581 / 5.025 / 26.4082 / 63.7551 / -43.7787
8 / 10 / 8 / 507.5 / 0.5 / -8.43964 / 3.49582 / 5.025 / 26.6395 / 64.3135 / -34.2824
8 / 10 / 9 / 507.5 / 0.5 / -8.43964 / 3.49581 / 5.025 / 26.4082 / 63.7551 / -24.2189
8 / 10 / 10 / 507.5 / 0.5 / -8.43964 / 3.49582 / 5.025 / 26.6395 / 64.3135 / -14.4936
8 / 10 / 11 / 507.5 / 0.5 / -8.43964 / 3.49581 / 5.025 / 26.4082 / 63.7551 / -4.50683
8 / 10 / 12 / 507.5 / 0.5 / -8.43964 / 3.49582 / 5.025 / 26.6395 / 64.3135 / 5.44923
8 / 10 / 13 / 507.5 / 0.5 / -8.43964 / 3.49581 / 5.025 / 26.4082 / 63.7551 / 15.2792
8 / 10 / 14 / 507.5 / 0.5 / -8.43964 / 3.49582 / 5.025 / 26.6395 / 64.3135 / 25.3079
8 / 10 / 15 / 507.5 / 0.5 / -8.43964 / 3.49581 / 5.025 / 26.4082 / 63.7551 / 34.9081
8 / 10 / 16 / 507.5 / 0.5 / -8.43964 / 3.49582 / 5.025 / 26.6395 / 64.3135 / 45.0132
8 / 10 / 17 / 507.5 / 0.5 / -8.43964 / 3.49581 / 5.025 / 26.4082 / 63.7551 / 54.3853
8 / 10 / 18 / 507.5 / 0.5 / -8.43964 / 3.49582 / 5.025 / 26.6395 / 64.3135 / 64.5663
8 / 10 / 19 / 507.5 / 0.5 / -8.43964 / 3.49581 / 5.02499 / 26.4082 / 63.7551 / 73.7122
8 / 10 / 20 / 507.5 / 0.5 / -8.43964 / 3.49582 / 5.02499 / 26.6395 / 64.3135 / 83.9685
8 / 10 / 21 / 507.5 / 0.5 / -8.43964 / 3.49581 / 5.02499 / 26.4082 / 63.7551 / 92.8899
8 / 10 / 22 / 507.5 / 0.5 / -8.43964 / 3.49582 / 5.02499 / 26.6395 / 64.3135 / 103.221
8 / 10 / 23 / 507.5 / 0.5 / -8.43964 / 3.49581 / 5.02499 / 26.4082 / 63.7551 / 111.919
8 / 11 / 0 / 507.5 / 0.5 / -8.82373 / 2.36432 / 5.02499 / 17.4993 / 65.3084 / -111.921
8 / 11 / 1 / 507.5 / 0.5 / -8.82373 / 2.36432 / 5.02499 / 17.3429 / 64.7246 / -101.557
8 / 11 / 2 / 507.5 / 0.5 / -8.82373 / 2.36432 / 5.02499 / 17.4993 / 65.3084 / -92.7367
8 / 11 / 3 / 507.5 / 0.5 / -8.82373 / 2.36432 / 5.02499 / 17.3429 / 64.7246 / -82.4464
8 / 11 / 4 / 507.5 / 0.5 / -8.82373 / 2.36432 / 5.02499 / 17.4993 / 65.3084 / -73.4027
8 / 11 / 5 / 507.5 / 0.5 / -8.82373 / 2.36432 / 5.025 / 17.3429 / 64.7246 / -63.1875
8 / 11 / 6 / 507.5 / 0.5 / -8.82373 / 2.36432 / 5.025 / 17.4993 / 65.3084 / -53.9184
8 / 11 / 7 / 507.5 / 0.5 / -8.82373 / 2.36432 / 5.025 / 17.3429 / 64.7246 / -43.7787
8 / 11 / 8 / 507.5 / 0.5 / -8.82373 / 2.36432 / 5.025 / 17.4993 / 65.3084 / -34.2824
8 / 11 / 9 / 507.5 / 0.5 / -8.82373 / 2.36432 / 5.025 / 17.3429 / 64.7246 / -24.2189
8 / 11 / 10 / 507.5 / 0.5 / -8.82373 / 2.36432 / 5.025 / 17.4993 / 65.3084 / -14.4936
8 / 11 / 11 / 507.5 / 0.5 / -8.82373 / 2.36432 / 5.025 / 17.3429 / 64.7246 / -4.50683
8 / 11 / 12 / 507.5 / 0.5 / -8.82373 / 2.36432 / 5.025 / 17.4993 / 65.3084 / 5.44923
8 / 11 / 13 / 507.5 / 0.5 / -8.82373 / 2.36432 / 5.025 / 17.3429 / 64.7246 / 15.2792
8 / 11 / 14 / 507.5 / 0.5 / -8.82373 / 2.36432 / 5.025 / 17.4993 / 65.3084 / 25.3079
8 / 11 / 15 / 507.5 / 0.5 / -8.82373 / 2.36432 / 5.025 / 17.3429 / 64.7246 / 34.9081
8 / 11 / 16 / 507.5 / 0.5 / -8.82373 / 2.36432 / 5.025 / 17.4993 / 65.3084 / 45.0132
8 / 11 / 17 / 507.5 / 0.5 / -8.82373 / 2.36432 / 5.025 / 17.3429 / 64.7246 / 54.3853
8 / 11 / 18 / 507.5 / 0.5 / -8.82373 / 2.36432 / 5.025 / 17.4993 / 65.3084 / 64.5663
8 / 11 / 19 / 507.5 / 0.5 / -8.82373 / 2.36432 / 5.02499 / 17.3429 / 64.7246 / 73.7122
8 / 11 / 20 / 507.5 / 0.5 / -8.82373 / 2.36432 / 5.02499 / 17.4993 / 65.3084 / 83.9685
8 / 11 / 21 / 507.5 / 0.5 / -8.82373 / 2.36432 / 5.02499 / 17.3429 / 64.7246 / 92.8899
8 / 11 / 22 / 507.5 / 0.5 / -8.82373 / 2.36432 / 5.02499 / 17.4993 / 65.3084 / 103.221
8 / 11 / 23 / 507.5 / 0.5 / -8.82373 / 2.36432 / 5.02499 / 17.3429 / 64.7246 / 111.919
8 / 12 / 0 / 507.5 / 0.5 / -9.05685 / 1.19235 / 5.02499 / 9.08624 / 69.0169 / -111.921
8 / 12 / 1 / 507.5 / 0.5 / -9.05685 / 1.19235 / 5.02499 / 9.00735 / 68.4176 / -101.557
8 / 12 / 2 / 507.5 / 0.5 / -9.05685 / 1.19235 / 5.02499 / 9.08624 / 69.0169 / -92.7367
8 / 12 / 3 / 507.5 / 0.5 / -9.05685 / 1.19235 / 5.02499 / 9.00735 / 68.4176 / -82.4464
8 / 12 / 4 / 507.5 / 0.5 / -9.05685 / 1.19235 / 5.02499 / 9.08624 / 69.0169 / -73.4027
8 / 12 / 5 / 507.5 / 0.5 / -9.05685 / 1.19235 / 5.025 / 9.00735 / 68.4176 / -63.1875
8 / 12 / 6 / 507.5 / 0.5 / -9.05685 / 1.19235 / 5.025 / 9.08624 / 69.0169 / -53.9184
8 / 12 / 7 / 507.5 / 0.5 / -9.05685 / 1.19235 / 5.025 / 9.00735 / 68.4176 / -43.7787
8 / 12 / 8 / 507.5 / 0.5 / -9.05685 / 1.19235 / 5.025 / 9.08624 / 69.0169 / -34.2824
8 / 12 / 9 / 507.5 / 0.5 / -9.05685 / 1.19235 / 5.025 / 9.00735 / 68.4176 / -24.2189
8 / 12 / 10 / 507.5 / 0.5 / -9.05685 / 1.19235 / 5.025 / 9.08624 / 69.0169 / -14.4936
8 / 12 / 11 / 507.5 / 0.5 / -9.05685 / 1.19235 / 5.025 / 9.00735 / 68.4176 / -4.50683
8 / 12 / 12 / 507.5 / 0.5 / -9.05685 / 1.19235 / 5.025 / 9.08624 / 69.0169 / 5.44923
8 / 12 / 13 / 507.5 / 0.5 / -9.05685 / 1.19235 / 5.025 / 9.00735 / 68.4176 / 15.2792
8 / 12 / 14 / 507.5 / 0.5 / -9.05685 / 1.19235 / 5.025 / 9.08624 / 69.0169 / 25.3079
8 / 12 / 15 / 507.5 / 0.5 / -9.05685 / 1.19235 / 5.025 / 9.00735 / 68.4176 / 34.9081
8 / 12 / 16 / 507.5 / 0.5 / -9.05685 / 1.19235 / 5.025 / 9.08624 / 69.0169 / 45.0132
8 / 12 / 17 / 507.5 / 0.5 / -9.05685 / 1.19235 / 5.025 / 9.00735 / 68.4176 / 54.3853
8 / 12 / 18 / 507.5 / 0.5 / -9.05685 / 1.19235 / 5.025 / 9.08624 / 69.0169 / 64.5663
8 / 12 / 19 / 507.5 / 0.5 / -9.05685 / 1.19235 / 5.02499 / 9.00735 / 68.4176 / 73.7122
8 / 12 / 20 / 507.5 / 0.5 / -9.05685 / 1.19235 / 5.02499 / 9.08624 / 69.0169 / 83.9685
8 / 12 / 21 / 507.5 / 0.5 / -9.05685 / 1.19235 / 5.02499 / 9.00735 / 68.4176 / 92.8899
8 / 12 / 22 / 507.5 / 0.5 / -9.05685 / 1.19235 / 5.02499 / 9.08624 / 69.0169 / 103.221
8 / 12 / 23 / 507.5 / 0.5 / -9.05685 / 1.19235 / 5.02499 / 9.00735 / 68.4176 / 111.919
8 / 13 / 0 / 507.5 / 0.5 / -9.135 / 0 / 5.02499 / -2.38419e-07 / 67.6122 / -111.921
8 / 13 / 1 / 507.5 / 0.5 / -9.135 / 0 / 5.02499 / -2.38419e-07 / 67.0078 / -101.557
8 / 13 / 2 / 507.5 / 0.5 / -9.135 / 0 / 5.02499 / -2.38419e-07 / 67.6122 / -92.7367
8 / 13 / 3 / 507.5 / 0.5 / -9.135 / 0 / 5.02499 / -2.38419e-07 / 67.0078 / -82.4464
8 / 13 / 4 / 507.5 / 0.5 / -9.135 / 0 / 5.02499 / -2.38419e-07 / 67.6122 / -73.4027
8 / 13 / 5 / 507.5 / 0.5 / -9.135 / 0 / 5.025 / -2.38419e-07 / 67.0078 / -63.1875
8 / 13 / 6 / 507.5 / 0.5 / -9.135 / 0 / 5.025 / -2.38419e-07 / 67.6122 / -53.9184
8 / 13 / 7 / 507.5 / 0.5 / -9.135 / 0 / 5.025 / -2.38419e-07 / 67.0078 / -43.7787
8 / 13 / 8 / 507.5 / 0.5 / -9.135 / 0 / 5.025 / -2.38419e-07 / 67.6122 / -34.2824
8 / 13 / 9 / 507.5 / 0.5 / -9.135 / 0 / 5.025 / -2.38419e-07 / 67.0078 / -24.2189
8 / 13 / 10 / 507.5 / 0.5 / -9.135 / 0 / 5.025 / -2.38419e-07 / 67.6122 / -14.4936
8 / 13 / 11 / 507.5 / 0.5 / -9.135 / 0 / 5.025 / -2.38419e-07 / 67.0078 / -4.50683
8 / 13 / 12 / 507.5 / 0.5 / -9.135 / 0 / 5.025 / -2.38419e-07 / 67.6122 / 5.44923
8 / 13 / 13 / 507.5 / 0.5 / -9.135 / 0 / 5.025 / -2.38419e-07 / 67.0078 / 15.2792
8 / 13 / 14 / 507.5 / 0.5 / -9.135 / 0 / 5.025 / -2.38419e-07 / 67.6122 / 25.3079
8 / 13 / 15 / 507.5 / 0.5 / -9.135 / 0 / 5.025 / -2.38419e-07 / 67.0078 / 34.9081
8 / 13 / 16 / 507.5 / 0.5 / -9.135 / 0 / 5.025 / -2.38419e-07 / 67.6122 / 45.0132
8 / 13 / 17 / 507.5 / 0.5 / -9.135 / 0 / 5.025 / -2.38419e-07 / 67.0078 / 54.3853
8 / 13 / 18 / 507.5 / 0.5 / -9.135 / 0 / 5.025 / -2.38419e-07 / 67.6122 / 64.5663
8 / 13 / 19 / 507.5 / 0.5 / -9.135 / 0 / 5.02499 / -2.38419e-07 / 67.0078 / 73.7122
8 / 13 / 20 / 507.5 / 0.5 / -9.135 / 0 / 5.02499 / -2.38419e-07 / 67.6122 / 83.9685
8 / 13 / 21 / 507.5 / 0.5 / -9.135 / 0 / 5.02499 / -2.38419e-07 / 67.0078 / 92.8899
8 / 13 / 22 / 507.5 / 0.5 / -9.135 / 0 / 5.02499 / -2.38419e-07 / 67.6122 / 103.221
8 / 13 / 23 / 507.5 / 0.5 / -9.135 / 0 / 5.02499 / -2.38419e-07 / 67.0078 / 111.919
8 / 14 / 0 / 507.5 / 0.5 / -9.05685 / -1.19235 / 5.02499 / -9.08624 / 69.0169 / -111.921
8 / 14 / 1 / 507.5 / 0.5 / -9.05685 / -1.19235 / 5.02499 / -9.00735 / 68.4176 / -101.557
8 / 14 / 2 / 507.5 / 0.5 / -9.05685 / -1.19235 / 5.02499 / -9.08624 / 69.0169 / -92.7367
8 / 14 / 3 / 507.5 / 0.5 / -9.05685 / -1.19235 / 5.02499 / -9.00735 / 68.4176 / -82.4464
8 / 14 / 4 / 507.5 / 0.5 / -9.05685 / -1.19235 / 5.02499 / -9.08624 / 69.0169 / -73.4027
8 / 14 / 5 / 507.5 / 0.5 / -9.05685 / -1.19235 / 5.025 / -9.00735 / 68.4176 / -63.1875
8 / 14 / 6 / 507.5 / 0.5 / -9.05685 / -1.19235 / 5.025 / -9.08624 / 69.0169 / -53.9184
8 / 14 / 7 / 507.5 / 0.5 / -9.05685 / -1.19235 / 5.025 / -9.00735 / 68.4176 / -43.7787
8 / 14 / 8 / 507.5 / 0.5 / -9.05685 / -1.19235 / 5.025 / -9.08624 / 69.0169 / -34.2824
8 / 14 / 9 / 507.5 / 0.5 / -9.05685 / -1.19235 / 5.025 / -9.00735 / 68.4176 / -24.2189
8 / 14 / 10 / 507.5 / 0.5 / -9.05685 / -1.19235 / 5.025 / -9.08624 / 69.0169 / -14.4936
8 / 14 / 11 / 507.5 / 0.5 / -9.05685 / -1.19235 / 5.025 / -9.00735 / 68.4176 / -4.50683
8 / 14 / 12 / 507.5 / 0.5 / -9.05685 / -1.19235 / 5.025 / -9.08624 / 69.0169 / 5.44923
8 / 14 / 13 / 507.5 / 0.5 / -9.05685 / -1.19235 / 5.025 / -9.00735 / 68.4176 / 15.2792
8 / 14 / 14 / 507.5 / 0.5 / -9.05685 / -1.19235 / 5.025 / -9.08624 / 69.0169 / 25.3079
8 / 14 / 15 / 507.5 / 0.5 / -9.05685 / -1.19235 / 5.025 / -9.00735 / 68.4176 / 34.9081
8 / 14 / 16 / 507.5 / 0.5 / -9.05685 / -1.19235 / 5.025 / -9.08624 / 69.0169 / 45.0132
8 / 14 / 17 / 507.5 / 0.5 / -9.05685 / -1.19235 / 5.025 / -9.00735 / 68.4176 / 54.3853
8 / 14 / 18 / 507.5 / 0.5 / -9.05685 / -1.19235 / 5.025 / -9.08624 / 69.0169 / 64.5663
8 / 14 / 19 / 507.5 / 0.5 / -9.05685 / -1.19235 / 5.02499 / -9.00735 / 68.4176 / 73.7122
8 / 14 / 20 / 507.5 / 0.5 / -9.05685 / -1.19235 / 5.02499 / -9.08624 / 69.0169 / 83.9685
8 / 14 / 21 / 507.5 / 0.5 / -9.05685 / -1.19235 / 5.02499 / -9.00735 / 68.4176 / 92.8899
8 / 14 / 22 / 507.5 / 0.5 / -9.05685 / -1.19235 / 5.02499 / -9.08624 / 69.0169 / 103.221
8 / 14 / 23 / 507.5 / 0.5 / -9.05685 / -1.19235 / 5.02499 / -9.00735 / 68.4176 / 111.919
8 / 15 / 0 / 507.5 / 0.5 / -8.82373 / -2.36432 / 5.02499 / -17.4993 / 65.3084 / -111.921
8 / 15 / 1 / 507.5 / 0.5 / -8.82373 / -2.36432 / 5.02499 / -17.3429 / 64.7246 / -101.557
8 / 15 / 2 / 507.5 / 0.5 / -8.82373 / -2.36432 / 5.02499 / -17.4993 / 65.3084 / -92.7367
8 / 15 / 3 / 507.5 / 0.5 / -8.82373 / -2.36432 / 5.02499 / -17.3429 / 64.7246 / -82.4464
8 / 15 / 4 / 507.5 / 0.5 / -8.82373 / -2.36432 / 5.02499 / -17.4993 / 65.3084 / -73.4027
8 / 15 / 5 / 507.5 / 0.5 / -8.82373 / -2.36432 / 5.025 / -17.3429 / 64.7246 / -63.1875
8 / 15 / 6 / 507.5 / 0.5 / -8.82373 / -2.36432 / 5.025 / -17.4993 / 65.3084 / -53.9184
8 / 15 / 7 / 507.5 / 0.5 / -8.82373 / -2.36432 / 5.025 / -17.3429 / 64.7246 / -43.7787
8 / 15 / 8 / 507.5 / 0.5 / -8.82373 / -2.36432 / 5.025 / -17.4993 / 65.3084 / -34.2824
8 / 15 / 9 / 507.5 / 0.5 / -8.82373 / -2.36432 / 5.025 / -17.3429 / 64.7246 / -24.2189
8 / 15 / 10 / 507.5 / 0.5 / -8.82373 / -2.36432 / 5.025 / -17.4993 / 65.3084 / -14.4936
8 / 15 / 11 / 507.5 / 0.5 / -8.82373 / -2.36432 / 5.025 / -17.3429 / 64.7246 / -4.50683
8 / 15 / 12 / 507.5 / 0.5 / -8.82373 / -2.36432 / 5.025 / -17.4993 / 65.3084 / 5.44923
8 / 15 / 13 / 507.5 / 0.5 / -8.82373 / -2.36432 / 5.025 / -17.3429 / 64.7246 / 15.2792
8 / 15 / 14 / 507.5 / 0.5 / -8.82373 / -2.36432 / 5.025 / -17.4993 / 65.3084 / 25.3079
8 / 15 / 15 / 507.5 / 0.5 / -8.82373 / -2.36432 / 5.025 / -17.3429 / 64.7246 / 34.9081
8 / 15 / 16 / 507.5 / 0.5 / -8.82373 / -2.36432 / 5.025 / -17.4993 / 65.3084 / 45.0132
8 / 15 / 17 / 507.5 / 0.5 / -8.82373 / -2.36432 / 5.025 / -17.3429 / 64.7246 / 54.3853
8 / 15 / 18 / 507.5 / 0.5 / -8.82373 / -2.36432 / 5.025 / -17.4993 / 65.3084 / 64.5663
8 / 15 / 19 / 507.5 / 0.5 / -8.82373 / -2.36432 / 5.02499 / -17.3429 / 64.7246 / 73.7122
8 / 15 / 20 / 507.5 / 0.5 / -8.82373 / -2.36432 / 5.02499 / -17.4993 / 65.3084 / 83.9685
8 / 15 / 21 / 507.5 / 0.5 / -8.82373 / -2.36432 / 5.02499 / -17.3429 / 64.7246 / 92.8899
8 / 15 / 22 / 507.5 / 0.5 / -8.82373 / -2.36432 / 5.02499 / -17.4993 / 65.3084 / 103.221
8 / 15 / 23 / 507.5 / 0.5 / -8.82373 / -2.36432 / 5.02499 / -17.3429 / 64.7246 / 111.919
8 / 16 / 0 / 507.5 / 0.5 / -8.43964 / -3.49582 / 5.02499 / -26.6395 / 64.3135 / -111.921
8 / 16 / 1 / 507.5 / 0.5 / -8.43964 / -3.49581 / 5.02499 / -26.4082 / 63.7551 / -101.557
8 / 16 / 2 / 507.5 / 0.5 / -8.43964 / -3.49582 / 5.02499 / -26.6395 / 64.3135 / -92.7367
8 / 16 / 3 / 507.5 / 0.5 / -8.43964 / -3.49581 / 5.02499 / -26.4082 / 63.7551 / -82.4464
8 / 16 / 4 / 507.5 / 0.5 / -8.43964 / -3.49582 / 5.02499 / -26.6395 / 64.3135 / -73.4027
