Detector geometry infos
Layer / Ladder / Module / Mid_Strip / Mid_Segment / Xrange / Yrange / Zrange / Xmid / Ymid / Zmid
20 / 6 / 10 / 479.5 / 15.5 / -10.2225 / 2.74804 / 0 / -8.17023 / 46.335 / -188.354
20 / 6 / 11 / 479.5 / 15.5 / -10.5444 / 0.931244 / 0 / -16.0918 / 44.2124 / -186.774
20 / 6 / 12 / 479.5 / 15.5 / -10.5459 / -0.913994 / 0 / -23.525 / 40.7463 / -188.354
20 / 6 / 13 / 479.5 / 15.5 / -10.227 / -2.73131 / 0 / -30.2429 / 36.0424 / -186.774
20 / 6 / 14 / 479.5 / 15.5 / -9.5973 / -4.46578 / 0 / -36.0423 / 30.2429 / -188.354
20 / 6 / 15 / 479.5 / 15.5 / -8.67606 / -6.06443 / 0 / -40.7462 / 23.5251 / -186.774
20 / 6 / 16 / 479.5 / 15.5 / -7.49113 / -7.47893 / 0 / -44.2124 / 16.0919 / -188.354
20 / 6 / 17 / 479.5 / 15.5 / -6.07868 / -8.66609 / 0 / -46.335 / 8.17032 / -186.774
20 / 6 / 18 / 479.5 / 15.5 / -4.48141 / -9.59001 / 0 / -47.0498 / -0.000124454 / -188.354
20 / 6 / 19 / 479.5 / 15.5 / -2.74812 / -10.2225 / 0 / -46.335 / -8.16991 / -186.774
20 / 6 / 20 / 479.5 / 15.5 / -0.931175 / -10.5444 / 0 / -44.2123 / -16.0921 / -188.354
20 / 6 / 21 / 479.5 / 15.5 / 0.913918 / -10.5459 / 0 / -40.7464 / -23.5247 / -186.774
20 / 6 / 22 / 479.5 / 15.5 / 2.73138 / -10.227 / 0 / -36.0422 / -30.2431 / -188.354
20 / 6 / 23 / 479.5 / 15.5 / 4.46571 / -9.59734 / 0 / -30.2432 / -36.0421 / -186.774
20 / 6 / 24 / 479.5 / 15.5 / 6.06449 / -8.67603 / 0 / -23.5248 / -40.7464 / -188.354
20 / 6 / 25 / 479.5 / 15.5 / 7.47888 / -7.49118 / 0 / -16.0922 / -44.2123 / -186.774
20 / 6 / 26 / 479.5 / 15.5 / 8.66613 / -6.07862 / 0 / -8.16999 / -46.335 / -188.354
20 / 6 / 27 / 479.5 / 15.5 / 9.58998 / -4.48148 / 0 / -0.000208378 / -47.0498 / -186.774
20 / 6 / 28 / 479.5 / 15.5 / 10.2225 / -2.74804 / 0 / 8.17023 / -46.335 / -188.354
20 / 6 / 29 / 479.5 / 15.5 / 10.5444 / -0.931244 / 0 / 16.0918 / -44.2124 / -186.774
20 / 6 / 30 / 479.5 / 15.5 / 10.5459 / 0.913994 / 0 / 23.525 / -40.7463 / -188.354
20 / 6 / 31 / 479.5 / 15.5 / 10.227 / 2.73131 / 0 / 30.2429 / -36.0424 / -186.774
20 / 6 / 32 / 479.5 / 15.5 / 9.5973 / 4.46578 / 0 / 36.0423 / -30.2429 / -188.354
20 / 6 / 33 / 479.5 / 15.5 / 8.67606 / 6.06443 / 0 / 40.7462 / -23.5251 / -186.774
20 / 6 / 34 / 479.5 / 15.5 / 7.49113 / 7.47893 / 0 / 44.2124 / -16.0919 / -188.354
20 / 6 / 35 / 479.5 / 15.5 / 6.07868 / 8.66609 / 0 / 46.335 / -8.17032 / -186.774
20 / 7 / 0 / 479.5 / 15.5 / 4.48141 / 9.59001 / 0 / 49.3771 / 0.000130653 / -184.234
20 / 7 / 1 / 479.5 / 15.5 / 2.74812 / 10.2225 / 0 / 48.627 / 8.57403 / -182.654
20 / 7 / 2 / 479.5 / 15.5 / 0.931175 / 10.5444 / 0 / 46.3993 / 16.8881 / -184.234
20 / 7 / 3 / 479.5 / 15.5 / -0.913918 / 10.5459 / 0 / 42.7619 / 24.6884 / -182.654
20 / 7 / 4 / 479.5 / 15.5 / -2.73138 / 10.227 / 0 / 37.825 / 31.7391 / -184.234
20 / 7 / 5 / 479.5 / 15.5 / -4.46571 / 9.59734 / 0 / 31.7392 / 37.8249 / -182.654
20 / 7 / 6 / 479.5 / 15.5 / -6.06449 / 8.67603 / 0 / 24.6884 / 42.7619 / -184.234
20 / 7 / 7 / 479.5 / 15.5 / -7.47888 / 7.49118 / 0 / 16.8882 / 46.3992 / -182.654
20 / 7 / 8 / 479.5 / 15.5 / -8.66613 / 6.07862 / 0 / 8.57412 / 48.627 / -184.234
20 / 7 / 9 / 479.5 / 15.5 / -9.58998 / 4.48148 / 0 / 0.000218868 / 49.3771 / -182.654
20 / 7 / 10 / 479.5 / 15.5 / -10.2225 / 2.74804 / 0 / -8.57437 / 48.6269 / -184.234
20 / 7 / 11 / 479.5 / 15.5 / -10.5444 / 0.931244 / 0 / -16.8878 / 46.3994 / -182.654
20 / 7 / 12 / 479.5 / 15.5 / -10.5459 / -0.91399 / 0 / -24.6887 / 42.7618 / -184.234
20 / 7 / 13 / 479.5 / 15.5 / -10.227 / -2.73131 / 0 / -31.7388 / 37.8252 / -182.654
20 / 7 / 14 / 479.5 / 15.5 / -9.5973 / -4.46578 / 0 / -37.8251 / 31.7389 / -184.234
20 / 7 / 15 / 479.5 / 15.5 / -8.67606 / -6.06443 / 0 / -42.7617 / 24.6887 / -182.654
20 / 7 / 16 / 479.5 / 15.5 / -7.49113 / -7.47893 / 0 / -46.3993 / 16.8878 / -184.234
20 / 7 / 17 / 479.5 / 15.5 / -6.07868 / -8.66609 / 0 / -48.6269 / 8.57446 / -182.654
20 / 7 / 18 / 479.5 / 15.5 / -4.48141 / -9.59001 / 0 / -49.3771 / -0.000130653 / -184.234
20 / 7 / 19 / 479.5 / 15.5 / -2.74812 / -10.2225 / 0 / -48.627 / -8.57403 / -182.654
20 / 7 / 20 / 479.5 / 15.5 / -0.931175 / -10.5444 / 0 / -46.3993 / -16.8881 / -184.234
20 / 7 / 21 / 479.5 / 15.5 / 0.913918 / -10.5459 / 0 / -42.7619 / -24.6884 / -182.654
20 / 7 / 22 / 479.5 / 15.5 / 2.73138 / -10.227 / 0 / -37.825 / -31.7391 / -184.234
20 / 7 / 23 / 479.5 / 15.5 / 4.46571 / -9.59734 / 0 / -31.7392 / -37.8249 / -182.654
20 / 7 / 24 / 479.5 / 15.5 / 6.06449 / -8.67603 / 0 / -24.6884 / -42.7619 / -184.234
20 / 7 / 25 / 479.5 / 15.5 / 7.47888 / -7.49118 / 0 / -16.8882 / -46.3992 / -182.654
20 / 7 / 26 / 479.5 / 15.5 / 8.66613 / -6.07862 / 0 / -8.57412 / -48.627 / -184.234
20 / 7 / 27 / 479.5 / 15.5 / 9.58998 / -4.48148 / 0 / -0.000218868 / -49.3771 / -182.654
20 / 7 / 28 / 479.5 / 15.5 / 10.2225 / -2.74804 / 0 / 8.57437 / -48.6269 / -184.234
20 / 7 / 29 / 479.5 / 15.5 / 10.5444 / -0.931244 / 0 / 16.8878 / -46.3994 / -182.654
20 / 7 / 30 / 479.5 / 15.5 / 10.5459 / 0.91399 / 0 / 24.6887 / -42.7618 / -184.234
20 / 7 / 31 / 479.5 / 15.5 / 10.227 / 2.73131 / 0 / 31.7388 / -37.8252 / -182.654
20 / 7 / 32 / 479.5 / 15.5 / 9.5973 / 4.46578 / 0 / 37.8251 / -31.7389 / -184.234
20 / 7 / 33 / 479.5 / 15.5 / 8.67606 / 6.06443 / 0 / 42.7617 / -24.6887 / -182.654
20 / 7 / 34 / 479.5 / 15.5 / 7.49113 / 7.47893 / 0 / 46.3993 / -16.8878 / -184.234
20 / 7 / 35 / 479.5 / 15.5 / 6.07868 / 8.66609 / 0 / 48.6269 / -8.57446 / -182.654
20 / 8 / 0 / 479.5 / 15.5 / 4.48141 / 9.59001 / 0 / 54.2403 / 0.000143528 / -188.354
20 / 8 / 1 / 479.5 / 15.5 / 2.92603 / 10.173 / 0 / 53.5725 / 8.48517 / -186.774
20 / 8 / 2 / 479.5 / 15.5 / 1.2986 / 10.5055 / 0 / 51.5855 / 16.7613 / -188.354
20 / 8 / 3 / 479.5 / 15.5 / -0.360802 / 10.5793 / 0 / 48.3284 / 24.6247 / -186.774
20 / 8 / 4 / 479.5 / 15.5 / -2.01133 / 10.3926 / 0 / 43.8812 / 31.8818 / -188.354
20 / 8 / 5 / 479.5 / 15.5 / -3.61232 / 9.95 / 0 / 38.3536 / 38.3538 / -186.774
20 / 8 / 6 / 479.5 / 15.5 / -5.12438 / 9.26241 / 0 / 31.8815 / 43.8814 / -188.354
20 / 8 / 7 / 479.5 / 15.5 / -6.51024 / 8.34674 / 0 / 24.6245 / 48.3285 / -186.774
20 / 8 / 8 / 479.5 / 15.5 / -7.73581 / 7.22556 / 0 / 16.761 / 51.5856 / -188.354
20 / 8 / 9 / 479.5 / 15.5 / -8.7709 / 5.92645 / 0 / 8.48493 / 53.5725 / -186.774
20 / 8 / 10 / 479.5 / 15.5 / -9.59001 / 4.48141 / 0 / -0.000143528 / 54.2403 / -188.354
20 / 8 / 11 / 479.5 / 15.5 / -10.173 / 2.92603 / 0 / -8.48517 / 53.5725 / -186.774
20 / 8 / 12 / 479.5 / 15.5 / -10.5055 / 1.2986 / 0 / -16.7613 / 51.5855 / -188.354
20 / 8 / 13 / 479.5 / 15.5 / -10.5793 / -0.360802 / 0 / -24.6247 / 48.3284 / -186.774
20 / 8 / 14 / 479.5 / 15.5 / -10.3926 / -2.01133 / 0 / -31.8818 / 43.8812 / -188.354
20 / 8 / 15 / 479.5 / 15.5 / -9.95 / -3.61232 / 0 / -38.3538 / 38.3536 / -186.774
20 / 8 / 16 / 479.5 / 15.5 / -9.26241 / -5.12438 / 0 / -43.8814 / 31.8815 / -188.354
20 / 8 / 17 / 479.5 / 15.5 / -8.34674 / -6.51024 / 0 / -48.3285 / 24.6245 / -186.774
20 / 8 / 18 / 479.5 / 15.5 / -7.22556 / -7.73581 / 0 / -51.5856 / 16.761 / -188.354
20 / 8 / 19 / 479.5 / 15.5 / -5.92645 / -8.7709 / 0 / -53.5725 / 8.48493 / -186.774
20 / 8 / 20 / 479.5 / 15.5 / -4.48141 / -9.59001 / 0 / -54.2403 / -0.000143528 / -188.354
20 / 8 / 21 / 479.5 / 15.5 / -2.92603 / -10.173 / 0 / -53.5725 / -8.48517 / -186.774
20 / 8 / 22 / 479.5 / 15.5 / -1.2986 / -10.5055 / 0 / -51.5855 / -16.7613 / -188.354
20 / 8 / 23 / 479.5 / 15.5 / 0.360802 / -10.5793 / 0 / -48.3284 / -24.6247 / -186.774
20 / 8 / 24 / 479.5 / 15.5 / 2.01133 / -10.3926 / 0 / -43.8812 / -31.8818 / -188.354
20 / 8 / 25 / 479.5 / 15.5 / 3.61232 / -9.95 / 0 / -38.3536 / -38.3538 / -186.774
20 / 8 / 26 / 479.5 / 15.5 / 5.12438 / -9.26241 / 0 / -31.8815 / -43.8814 / -188.354
20 / 8 / 27 / 479.5 / 15.5 / 6.51024 / -8.34674 / 0 / -24.6245 / -48.3285 / -186.774
20 / 8 / 28 / 479.5 / 15.5 / 7.73581 / -7.22556 / 0 / -16.761 / -51.5856 / -188.354
20 / 8 / 29 / 479.5 / 15.5 / 8.7709 / -5.92645 / 0 / -8.48493 / -53.5725 / -186.774
20 / 8 / 30 / 479.5 / 15.5 / 9.59001 / -4.48141 / 0 / 0.000143528 / -54.2403 / -188.354
20 / 8 / 31 / 479.5 / 15.5 / 10.173 / -2.92603 / 0 / 8.48517 / -53.5725 / -186.774
20 / 8 / 32 / 479.5 / 15.5 / 10.5055 / -1.2986 / 0 / 16.7613 / -51.5855 / -188.354
20 / 8 / 33 / 479.5 / 15.5 / 10.5793 / 0.360802 / 0 / 24.6247 / -48.3284 / -186.774
20 / 8 / 34 / 479.5 / 15.5 / 10.3926 / 2.01133 / 0 / 31.8818 / -43.8812 / -188.354
20 / 8 / 35 / 479.5 / 15.5 / 9.95 / 3.61232 / 0 / 38.3538 / -38.3536 / -186.774
20 / 8 / 36 / 479.5 / 15.5 / 9.26241 / 5.12438 / 0 / 43.8814 / -31.8815 / -188.354
20 / 8 / 37 / 479.5 / 15.5 / 8.34674 / 6.51024 / 0 / 48.3285 / -24.6245 / -186.774
20 / 8 / 38 / 479.5 / 15.5 / 7.22556 / 7.73581 / 0 / 51.5856 / -16.761 / -188.354
20 / 8 / 39 / 479.5 / 15.5 / 5.92645 / 8.7709 / 0 / 53.5725 / -8.48493 / -186.774
20 / 9 / 0 / 479.5 / 15.5 / 4.48141 / 9.59001 / 0 / 57.3695 / 0.000151634 / -184.234
20 / 9 / 1 / 479.5 / 15.5 / 2.92603 / 10.173 / 0 / 56.6632 / 8.9747 / -182.654
20 / 9 / 2 / 479.5 / 15.5 / 1.2986 / 10.5055 / 0 / 54.5616 / 17.7283 / -184.234
20 / 9 / 3 / 479.5 / 15.5 / -0.360802 / 10.5793 / 0 / 51.1165 / 26.0453 / -182.654
20 / 9 / 4 / 479.5 / 15.5 / -2.01133 / 10.3926 / 0 / 46.4128 / 33.7211 / -184.234
20 / 9 / 5 / 479.5 / 15.5 / -3.61232 / 9.95 / 0 / 40.5663 / 40.5665 / -182.654
20 / 9 / 6 / 479.5 / 15.5 / -5.12437 / 9.26241 / 0 / 33.7208 / 46.413 / -184.234
20 / 9 / 7 / 479.5 / 15.5 / -6.51024 / 8.34674 / 0 / 26.0451 / 51.1167 / -182.654
20 / 9 / 8 / 479.5 / 15.5 / -7.73581 / 7.22556 / 0 / 17.728 / 54.5617 / -184.234
20 / 9 / 9 / 479.5 / 15.5 / -8.7709 / 5.92645 / 0 / 8.97444 / 56.6632 / -182.654
20 / 9 / 10 / 479.5 / 15.5 / -9.59001 / 4.48141 / 0 / -0.000151634 / 57.3695 / -184.234
20 / 9 / 11 / 479.5 / 15.5 / -10.173 / 2.92603 / 0 / -8.9747 / 56.6632 / -182.654
20 / 9 / 12 / 479.5 / 15.5 / -10.5055 / 1.2986 / 0 / -17.7283 / 54.5616 / -184.234
20 / 9 / 13 / 479.5 / 15.5 / -10.5793 / -0.360802 / 0 / -26.0453 / 51.1165 / -182.654
20 / 9 / 14 / 479.5 / 15.5 / -10.3926 / -2.01133 / 0 / -33.7211 / 46.4128 / -184.234
20 / 9 / 15 / 479.5 / 15.5 / -9.95 / -3.61232 / 0 / -40.5665 / 40.5663 / -182.654
20 / 9 / 16 / 479.5 / 15.5 / -9.26241 / -5.12437 / 0 / -46.413 / 33.7208 / -184.234
20 / 9 / 17 / 479.5 / 15.5 / -8.34674 / -6.51024 / 0 / -51.1167 / 26.0451 / -182.654
20 / 9 / 18 / 479.5 / 15.5 / -7.22556 / -7.73581 / 0 / -54.5617 / 17.728 / -184.234
20 / 9 / 19 / 479.5 / 15.5 / -5.92645 / -8.7709 / 0 / -56.6632 / 8.97444 / -182.654
20 / 9 / 20 / 479.5 / 15.5 / -4.48141 / -9.59001 / 0 / -57.3695 / -0.000151634 / -184.234
20 / 9 / 21 / 479.5 / 15.5 / -2.92603 / -10.173 / 0 / -56.6632 / -8.9747 / -182.654
20 / 9 / 22 / 479.5 / 15.5 / -1.2986 / -10.5055 / 0 / -54.5616 / -17.7283 / -184.234
20 / 9 / 23 / 479.5 / 15.5 / 0.360802 / -10.5793 / 0 / -51.1165 / -26.0453 / -182.654
20 / 9 / 24 / 479.5 / 15.5 / 2.01133 / -10.3926 / 0 / -46.4128 / -33.7211 / -184.234
20 / 9 / 25 / 479.5 / 15.5 / 3.61232 / -9.95 / 0 / -40.5663 / -40.5665 / -182.654
20 / 9 / 26 / 479.5 / 15.5 / 5.12437 / -9.26241 / 0 / -33.7208 / -46.413 / -184.234
20 / 9 / 27 / 479.5 / 15.5 / 6.51024 / -8.34674 / 0 / -26.0451 / -51.1167 / -182.654
20 / 9 / 28 / 479.5 / 15.5 / 7.73581 / -7.22556 / 0 / -17.728 / -54.5617 / -184.234
20 / 9 / 29 / 479.5 / 15.5 / 8.7709 / -5.92645 / 0 / -8.97444 / -56.6632 / -182.654
20 / 9 / 30 / 479.5 / 15.5 / 9.59001 / -4.48141 / 0 / 0.000151634 / -57.3695 / -184.234
20 / 9 / 31 / 479.5 / 15.5 / 10.173 / -2.92603 / 0 / 8.9747 / -56.6632 / -182.654
20 / 9 / 32 / 479.5 / 15.5 / 10.5055 / -1.2986 / 0 / 17.7283 / -54.5616 / -184.234
20 / 9 / 33 / 479.5 / 15.5 / 10.5793 / 0.360802 / 0 / 26.0453 / -51.1165 / -182.654
20 / 9 / 34 / 479.5 / 15.5 / 10.3926 / 2.01133 / 0 / 33.7211 / -46.4128 / -184.234
20 / 9 / 35 / 479.5 / 15.5 / 9.95 / 3.61232 / 0 / 40.5665 / -40.5663 / -182.654
20 / 9 / 36 / 479.5 / 15.5 / 9.26241 / 5.12437 / 0 / 46.413 / -33.7208 / -184.234
20 / 9 / 37 / 479.5 / 15.5 / 8.34674 / 6.51024 / 0 / 51.1167 / -26.0451 / -182.654
20 / 9 / 38 / 479.5 / 15.5 / 7.22556 / 7.73581 / 0 / 54.5617 / -17.728 / -184.234
20 / 9 / 39 / 479.5 / 15.5 / 5.92645 / 8.7709 / 0 / 56.6632 / -8.97444 / -182.654
20 / 10 / 0 / 507.5 / 0.5 / 5.02498 / 9.13501 / 0 / 65.0817 / 0.000172853 / -188.354
20 / 10 / 1 / 507.5 / 0.5 / 3.88723 / 9.67411 / 0 / 64.6072 / 7.84494 / -186.774
20 / 10 / 2 / 507.5 / 0.5 / 2.69281 / 10.0721 / 0 / 63.1905 / 15.5752 / -188.354
20 / 10 / 3 / 507.5 / 0.5 / 1.45911 / 10.3233 / 0 / 60.8524 / 23.0785 / -186.774
20 / 10 / 4 / 507.5 / 0.5 / 0.20414 / 10.4239 / 0 / 57.6269 / 30.2451 / -188.354
20 / 10 / 5 / 507.5 / 0.5 / -1.05381 / 10.3725 / 0 / 53.5611 / 36.9708 / -186.774
20 / 10 / 6 / 507.5 / 0.5 / -2.29639 / 10.1698 / 0 / 48.7142 / 43.1573 / -188.354
20 / 10 / 7 / 507.5 / 0.5 / -3.50549 / 9.81888 / 0 / 43.157 / 48.7145 / -186.774
20 / 10 / 8 / 507.5 / 0.5 / -4.66346 / 9.32475 / 0 / 36.9705 / 53.5613 / -188.354
20 / 10 / 9 / 507.5 / 0.5 / -5.75343 / 8.69465 / 0 / 30.2448 / 57.6271 / -186.774
20 / 10 / 10 / 507.5 / 0.5 / -6.7595 / 7.93776 / 0 / 23.0781 / 60.8525 / -188.354
20 / 10 / 11 / 507.5 / 0.5 / -7.66701 / 7.06511 / 0 / 15.5749 / 63.1906 / -186.774
20 / 10 / 12 / 507.5 / 0.5 / -8.46272 / 6.08944 / 0 / 7.84456 / 64.6072 / -188.354
20 / 10 / 13 / 507.5 / 0.5 / -9.13502 / 5.02497 / 0 / -0.000204802 / 65.0817 / -186.774
20 / 10 / 14 / 507.5 / 0.5 / -9.6741 / 3.88724 / 0 / -7.8449 / 64.6072 / -188.354
20 / 10 / 15 / 507.5 / 0.5 / -10.0721 / 2.6928 / 0 / -15.5753 / 63.1905 / -186.774
20 / 10 / 16 / 507.5 / 0.5 / -10.3233 / 1.45911 / 0 / -23.0785 / 60.8524 / -188.354
20 / 10 / 17 / 507.5 / 0.5 / -10.4239 / 0.20414 / 0 / -30.2452 / 57.6269 / -186.774
20 / 10 / 18 / 507.5 / 0.5 / -10.3725 / -1.0538 / 0 / -36.9708 / 53.5611 / -188.354
20 / 10 / 19 / 507.5 / 0.5 / -10.1698 / -2.29639 / 0 / -43.1573 / 48.7142 / -186.774
20 / 10 / 20 / 507.5 / 0.5 / -9.81889 / -3.50548 / 0 / -48.7145 / 43.157 / -188.354
20 / 10 / 21 / 507.5 / 0.5 / -9.32475 / -4.66346 / 0 / -53.5613 / 36.9705 / -186.774
20 / 10 / 22 / 507.5 / 0.5 / -8.69465 / -5.75343 / 0 / -57.6271 / 30.2448 / -188.354
20 / 10 / 23 / 507.5 / 0.5 / -7.93775 / -6.75951 / 0 / -60.8525 / 23.0781 / -186.774
20 / 10 / 24 / 507.5 / 0.5 / -7.06511 / -7.66701 / 0 / -63.1906 / 15.5749 / -188.354
20 / 10 / 25 / 507.5 / 0.5 / -6.08944 / -8.46272 / 0 / -64.6072 / 7.84453 / -186.774
20 / 10 / 26 / 507.5 / 0.5 / -5.02498 / -9.13501 / 0 / -65.0817 / -0.000172853 / -188.354
20 / 10 / 27 / 507.5 / 0.5 / -3.88723 / -9.67411 / 0 / -64.6072 / -7.84494 / -186.774
20 / 10 / 28 / 507.5 / 0.5 / -2.69281 / -10.0721 / 0 / -63.1905 / -15.5752 / -188.354
20 / 10 / 29 / 507.5 / 0.5 / -1.45911 / -10.3233 / 0 / -60.8524 / -23.0785 / -186.774
20 / 10 / 30 / 507.5 / 0.5 / -0.20414 / -10.4239 / 0 / -57.6269 / -30.2451 / -188.354
20 / 10 / 31 / 507.5 / 0.5 / 1.05381 / -10.3725 / 0 / -53.5611 / -36.9708 / -186.774
20 / 10 / 32 / 507.5 / 0.5 / 2.29639 / -10.1698 / 0 / -48.7142 / -43.1573 / -188.354
20 / 10 / 33 / 507.5 / 0.5 / 3.50549 / -9.81888 / 0 / -43.157 / -48.7145 / -186.774
20 / 10 / 34 / 507.5 / 0.5 / 4.66346 / -9.32475 / 0 / -36.9705 / -53.5613 / -188.354
20 / 10 / 35 / 507.5 / 0.5 / 5.75343 / -8.69465 / 0 / -30.2448 / -57.6271 / -186.774
20 / 10 / 36 / 507.5 / 0.5 / 6.7595 / -7.93776 / 0 / -23.0781 / -60.8525 / -188.354
20 / 10 / 37 / 507.5 / 0.5 / 7.66701 / -7.06511 / 0 / -15.5749 / -63.1906 / -186.774
20 / 10 / 38 / 507.5 / 0.5 / 8.46272 / -6.08944 / 0 / -7.84456 / -64.6072 / -188.354
20 / 10 / 39 / 507.5 / 0.5 / 9.13502 / -5.02497 / 0 / 0.000204802 / -65.0817 / -186.774
20 / 10 / 40 / 507.5 / 0.5 / 9.6741 / -3.88724 / 0 / 7.8449 / -64.6072 / -188.354
20 / 10 / 41 / 507.5 / 0.5 / 10.0721 / -2.6928 / 0 / 15.5753 / -63.1905 / -186.774
20 / 10 / 42 / 507.5 / 0.5 / 10.3233 / -1.45911 / 0 / 23.0785 / -60.8524 / -188.354
20 / 10 / 43 / 507.5 / 0.5 / 10.4239 / -0.20414 / 0 / 30.2452 / -57.6269 / -186.774
20 / 10 / 44 / 507.5 / 0.5 / 10.3725 / 1.0538 / 0 / 36.9708 / -53.5611 / -188.354
20 / 10 / 45 / 507.5 / 0.5 / 10.1698 / 2.29639 / 0 / 43.1573 / -48.7142 / -186.774
20 / 10 / 46 / 507.5 / 0.5 / 9.81889 / 3.50548 / 0 / 48.7145 / -43.157 / -188.354
20 / 10 / 47 / 507.5 / 0.5 / 9.32475 / 4.66346 / 0 / 53.5613 / -36.9705 / -186.774
20 / 10 / 48 / 507.5 / 0.5 / 8.69465 / 5.75343 / 0 / 57.6271 / -30.2448 / -188.354
20 / 10 / 49 / 507.5 / 0.5 / 7.93775 / 6.75951 / 0 / 60.8525 / -23.0781 / -186.774
20 / 10 / 50 / 507.5 / 0.5 / 7.06511 / 7.66701 / 0 / 63.1906 / -15.5749 / -188.354
20 / 10 / 51 / 507.5 / 0.5 / 6.08944 / 8.46272 / 0 / 64.6072 / -7.84453 / -186.774
20 / 11 / 0 / 507.5 / 0.5 / 5.02498 / 9.13501 / 0 / 72.0765 / 0.00019145 / -184.234
20 / 11 / 1 / 507.5 / 0.5 / 3.97058 / 9.64019 / 0 / 71.6233 / 8.07018 / -182.654
20 / 11 / 2 / 507.5 / 0.5 / 2.86626 / 10.0241 / 0 / 70.2693 / 16.0387 / -184.234
20 / 11 / 3 / 507.5 / 0.5 / 1.72589 / 10.282 / 0 / 68.0318 / 23.8055 / -182.654
20 / 11 / 4 / 507.5 / 0.5 / 0.563812 / 10.4106 / 0 / 64.9386 / 31.273 / -184.234
20 / 11 / 5 / 507.5 / 0.5 / -0.605347 / 10.4083 / 0 / 61.0288 / 38.3472 / -182.654
20 / 11 / 6 / 507.5 / 0.5 / -1.7669 / 10.2751 / 0 / 56.3516 / 44.9391 / -184.234
20 / 11 / 7 / 507.5 / 0.5 / -2.90623 / 10.0126 / 0 / 50.9657 / 50.9659 / -182.654
20 / 11 / 8 / 507.5 / 0.5 / -4.00902 / 9.62428 / 0 / 44.9388 / 56.3518 / -184.234
20 / 11 / 9 / 507.5 / 0.5 / -5.06139 / 9.11489 / 0 / 38.3469 / 61.029 / -182.654
20 / 11 / 10 / 507.5 / 0.5 / -6.05011 / 8.49088 / 0 / 31.2726 / 64.9388 / -184.234
20 / 11 / 11 / 507.5 / 0.5 / -6.96274 / 7.7601 / 0 / 23.8052 / 68.0319 / -182.654
20 / 11 / 12 / 507.5 / 0.5 / -7.78782 / 6.93172 / 0 / 16.0383 / 70.2694 / -184.234
20 / 11 / 13 / 507.5 / 0.5 / -8.51495 / 6.01617 / 0 / 8.06984 / 71.6233 / -182.654
20 / 11 / 14 / 507.5 / 0.5 / -9.13501 / 5.02498 / 0 / -0.00019145 / 72.0765 / -184.234
20 / 11 / 15 / 507.5 / 0.5 / -9.64019 / 3.97058 / 0 / -8.07018 / 71.6233 / -182.654
20 / 11 / 16 / 507.5 / 0.5 / -10.0241 / 2.86626 / 0 / -16.0387 / 70.2693 / -184.234
20 / 11 / 17 / 507.5 / 0.5 / -10.282 / 1.72589 / 0 / -23.8055 / 68.0318 / -182.654
20 / 11 / 18 / 507.5 / 0.5 / -10.4106 / 0.563812 / 0 / -31.273 / 64.9386 / -184.234
20 / 11 / 19 / 507.5 / 0.5 / -10.4083 / -0.605347 / 0 / -38.3472 / 61.0288 / -182.654
20 / 11 / 20 / 507.5 / 0.5 / -10.2751 / -1.7669 / 0 / -44.9391 / 56.3516 / -184.234
20 / 11 / 21 / 507.5 / 0.5 / -10.0126 / -2.90623 / 0 / -50.9659 / 50.9657 / -182.654
20 / 11 / 22 / 507.5 / 0.5 / -9.62428 / -4.00902 / 0 / -56.3518 / 44.9388 / -184.234
20 / 11 / 23 / 507.5 / 0.5 / -9.11489 / -5.06139 / 0 / -61.029 / 38.3469 / -182.654
20 / 11 / 24 / 507.5 / 0.5 / -8.49088 / -6.05011 / 0 / -64.9388 / 31.2726 / -184.234
20 / 11 / 25 / 507.5 / 0.5 / -7.7601 / -6.96274 / 0 / -68.0319 / 23.8052 / -182.654
20 / 11 / 26 / 507.5 / 0.5 / -6.93172 / -7.78782 / 0 / -70.2694 / 16.0383 / -184.234
20 / 11 / 27 / 507.5 / 0.5 / -6.01617 / -8.51495 / 0 / -71.6233 / 8.06984 / -182.654
20 / 11 / 28 / 507.5 / 0.5 / -5.02498 / -9.13501 / 0 / -72.0765 / -0.00019145 / -184.234
20 / 11 / 29 / 507.5 / 0.5 / -3.97058 / -9.64019 / 0 / -71.6233 / -8.07018 / -182.654
20 / 11 / 30 / 507.5 / 0.5 / -2.86626 / -10.0241 / 0 / -70.2693 / -16.0387 / -184.234
20 / 11 / 31 / 507.5 / 0.5 / -1.72589 / -10.282 / 0 / -68.0318 / -23.8055 / -182.654
20 / 11 / 32 / 507.5 / 0.5 / -0.563812 / -10.4106 / 0 / -64.9386 / -31.273 / -184.234
20 / 11 / 33 / 507.5 / 0.5 / 0.605347 / -10.4083 / 0 / -61.0288 / -38.3472 / -182.654
20 / 11 / 34 / 507.5 / 0.5 / 1.7669 / -10.2751 / 0 / -56.3516 / -44.9391 / -184.234
20 / 11 / 35 / 507.5 / 0.5 / 2.90623 / -10.0126 / 0 / -50.9657 / -50.9659 / -182.654
20 / 11 / 36 / 507.5 / 0.5 / 4.00902 / -9.62428 / 0 / -44.9388 / -56.3518 / -184.234
20 / 11 / 37 / 507.5 / 0.5 / 5.06139 / -9.11489 / 0 / -38.3469 / -61.029 / -182.654
